id,area_id,waste_type,rule_type,weekdays,nth_weeks,note,created_at,updated_at
4782,957,NON_BURNABLE,NTH_WEEKDAY,FRI,"2,4",추가정보: 5가 1~10번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4783,957,PLASTIC,WEEKDAY,THU,,추가정보: 5가 1~10번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4784,957,CAN_BOTTLE,WEEKDAY,THU,,추가정보: 5가 1~10번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4785,957,PAPER,WEEKDAY,THU,,추가정보: 5가 1~10번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4786,958,BURNABLE,WEEKDAY,"WED,SAT",,추가정보: 5가 1~10번 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4787,958,NON_BURNABLE,NTH_WEEKDAY,FRI,"1,3",추가정보: 5가 1~10번 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4788,958,PLASTIC,WEEKDAY,THU,,추가정보: 5가 1~10번 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4789,958,CAN_BOTTLE,WEEKDAY,THU,,추가정보: 5가 1~10번 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4790,958,PAPER,WEEKDAY,THU,,추가정보: 5가 1~10번 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4791,959,BURNABLE,WEEKDAY,"WED,SAT",,추가정보: 6가 1~16번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4792,959,NON_BURNABLE,NTH_WEEKDAY,FRI,"1,3",추가정보: 6가 1~16번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4793,959,PLASTIC,WEEKDAY,THU,,추가정보: 6가 1~16번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4794,959,CAN_BOTTLE,WEEKDAY,THU,,추가정보: 6가 1~16번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4795,959,PAPER,WEEKDAY,THU,,추가정보: 6가 1~16번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4796,960,BURNABLE,WEEKDAY,"TUE,FRI",,추가정보: 6가 17번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4797,960,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",추가정보: 6가 17번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4798,960,PLASTIC,WEEKDAY,SAT,,추가정보: 6가 17번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4799,960,CAN_BOTTLE,WEEKDAY,SAT,,추가정보: 6가 17번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4800,960,PAPER,WEEKDAY,SAT,,추가정보: 6가 17번지만 해당,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4801,961,BURNABLE,WEEKDAY,"MON,THU",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4802,961,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4803,961,PLASTIC,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4804,961,CAN_BOTTLE,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4805,961,PAPER,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4806,962,BURNABLE,WEEKDAY,"MON,THU",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4807,962,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4808,962,PLASTIC,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4809,962,CAN_BOTTLE,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4810,962,PAPER,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4811,963,BURNABLE,WEEKDAY,"MON,THU",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4812,963,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4813,963,PLASTIC,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4814,963,CAN_BOTTLE,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4815,963,PAPER,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4816,964,BURNABLE,WEEKDAY,"MON,THU",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4817,964,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4818,964,PLASTIC,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4819,964,CAN_BOTTLE,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4820,964,PAPER,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4821,965,BURNABLE,WEEKDAY,"MON,THU",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4822,965,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4823,965,PLASTIC,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4824,965,CAN_BOTTLE,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4825,965,PAPER,WEEKDAY,TUE,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4826,966,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4827,966,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4828,966,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4829,966,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4830,966,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4831,967,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4832,967,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4833,967,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4834,967,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4835,967,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4836,968,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4837,968,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4838,968,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4839,968,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
5068,1014,PLASTIC,WEEKDAY,SAT,,,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4840,968,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4841,969,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4842,969,NON_BURNABLE,NTH_WEEKDAY,FRI,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4843,969,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4844,969,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4845,969,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4846,970,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4847,970,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4848,970,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4849,970,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4850,970,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4851,971,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4852,971,NON_BURNABLE,NTH_WEEKDAY,THU,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4853,971,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4854,971,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4855,971,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4856,972,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4857,972,NON_BURNABLE,NTH_WEEKDAY,WED,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4858,972,PLASTIC,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4859,972,CAN_BOTTLE,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4860,972,PAPER,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4861,973,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4862,973,NON_BURNABLE,NTH_WEEKDAY,THU,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4863,973,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4864,973,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4865,973,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4866,974,BURNABLE,WEEKDAY,"MON,THU",,추가정보: 4번 4호(보나루 도고시) 전용,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4867,974,NON_BURNABLE,NTH_WEEKDAY,THU,"2,4",추가정보: 4번 4호(보나루 도고시) 전용,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4868,974,PLASTIC,WEEKDAY,MON,,추가정보: 4번 4호(보나루 도고시) 전용,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4869,974,CAN_BOTTLE,WEEKDAY,MON,,추가정보: 4번 4호(보나루 도고시) 전용,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4870,974,PAPER,WEEKDAY,MON,,추가정보: 4번 4호(보나루 도고시) 전용,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4871,975,BURNABLE,WEEKDAY,"TUE,FRI",,추가정보: 상기 번지 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4872,975,NON_BURNABLE,NTH_WEEKDAY,THU,"2,4",추가정보: 상기 번지 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4873,975,PLASTIC,WEEKDAY,MON,,추가정보: 상기 번지 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4874,975,CAN_BOTTLE,WEEKDAY,MON,,추가정보: 상기 번지 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4875,975,PAPER,WEEKDAY,MON,,추가정보: 상기 번지 이외 전역,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4876,976,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4877,976,NON_BURNABLE,NTH_WEEKDAY,THU,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4878,976,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4879,976,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4880,976,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4881,977,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4882,977,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4883,977,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4884,977,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4885,977,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4886,978,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4887,978,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4888,978,PLASTIC,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4889,978,CAN_BOTTLE,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4890,978,PAPER,WEEKDAY,MON,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4891,979,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4892,979,NON_BURNABLE,NTH_WEEKDAY,TUE,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
5069,1014,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4893,979,PLASTIC,WEEKDAY,FRI,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4894,979,CAN_BOTTLE,WEEKDAY,FRI,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4895,979,PAPER,WEEKDAY,FRI,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4896,980,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4897,980,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4898,980,PLASTIC,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4899,980,CAN_BOTTLE,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4900,980,PAPER,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4901,981,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4902,981,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4903,981,PLASTIC,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4904,981,CAN_BOTTLE,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4905,981,PAPER,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4906,982,BURNABLE,WEEKDAY,"WED,SAT",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4907,982,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4908,982,PLASTIC,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4909,982,CAN_BOTTLE,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4910,982,PAPER,WEEKDAY,THU,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4911,983,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4912,983,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4913,983,PLASTIC,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4914,983,CAN_BOTTLE,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4915,983,PAPER,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4916,984,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4917,984,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4918,984,PLASTIC,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4919,984,CAN_BOTTLE,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4920,984,PAPER,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4921,985,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4922,985,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4923,985,PLASTIC,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4924,985,CAN_BOTTLE,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4925,985,PAPER,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4926,986,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4927,986,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4928,986,PLASTIC,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4929,986,CAN_BOTTLE,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4930,986,PAPER,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4931,987,BURNABLE,WEEKDAY,"TUE,FRI",,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4932,987,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3","불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4933,987,PLASTIC,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4934,987,CAN_BOTTLE,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4935,987,PAPER,WEEKDAY,SAT,,"불연: 도자기, 유리, 금속 . 5번째 주 수거 없음",2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4936,988,BURNABLE,WEEKDAY,"MON,WED,FRI",,추가정보: 6가 18번(오모리에키마에 주택),2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
4937,988,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",추가정보: 6가 18번(오모리에키마에 주택),2026-01-28 01:49:34.664769,2026-01-28 01:49:34.664769
