id,area_id,waste_type,rule_type,weekdays,nth_weeks,note,created_at,updated_at
9001,1801,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9002,1801,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9003,1801,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9004,1801,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9005,1801,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9006,1802,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9007,1802,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9008,1802,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9009,1802,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9010,1802,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9011,1803,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9012,1803,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9013,1803,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9014,1803,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9015,1803,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9016,1804,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9017,1804,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9018,1804,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9019,1804,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9020,1804,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9021,1805,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9022,1805,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9023,1805,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9024,1805,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9025,1805,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9026,1806,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9027,1806,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9028,1806,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9029,1806,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9030,1806,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9031,1807,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9032,1807,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9033,1807,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9034,1807,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9035,1807,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9036,1808,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9037,1808,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9038,1808,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9039,1808,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9040,1808,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9041,1809,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9042,1809,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9043,1809,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9044,1809,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9045,1809,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9046,1810,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9047,1810,NON_BURNABLE,NTH_WEEKDAY,SAT,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9048,1810,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9049,1810,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9050,1810,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9051,1811,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9052,1811,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9053,1811,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9054,1811,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9055,1811,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9056,1812,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9057,1812,NON_BURNABLE,NTH_WEEKDAY,SAT,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9058,1812,PLASTIC,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9059,1812,CAN_BOTTLE,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9060,1812,PAPER,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9061,1813,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9062,1813,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9063,1813,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9064,1813,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9065,1813,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9066,1814,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9067,1814,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9068,1814,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9069,1814,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9070,1814,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9071,1815,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9072,1815,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9073,1815,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9074,1815,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9075,1815,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9076,1816,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9077,1816,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9078,1816,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9079,1816,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9080,1816,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9081,1817,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9082,1817,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9083,1817,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9084,1817,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9085,1817,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9086,1818,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9087,1818,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9088,1818,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9089,1818,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9090,1818,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9091,1819,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9092,1819,NON_BURNABLE,NTH_WEEKDAY,TUE,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9093,1819,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9094,1819,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9095,1819,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9096,1820,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9097,1820,NON_BURNABLE,NTH_WEEKDAY,THU,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9098,1820,PLASTIC,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9099,1820,CAN_BOTTLE,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9100,1820,PAPER,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9101,1821,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9102,1821,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9103,1821,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9104,1821,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9105,1821,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9106,1822,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9107,1822,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9108,1822,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9109,1822,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9110,1822,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9111,1823,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9112,1823,NON_BURNABLE,NTH_WEEKDAY,MON,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9113,1823,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9114,1823,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9115,1823,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9116,1824,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9117,1824,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9118,1824,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9119,1824,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9120,1824,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9121,1825,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9122,1825,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9123,1825,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9124,1825,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9125,1825,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9126,1826,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9127,1826,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9128,1826,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9129,1826,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9130,1826,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9131,1827,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9132,1827,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9133,1827,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9134,1827,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9135,1827,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9136,1828,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9137,1828,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9138,1828,PLASTIC,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9139,1828,CAN_BOTTLE,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9140,1828,PAPER,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9141,1829,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9142,1829,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9143,1829,PLASTIC,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9144,1829,CAN_BOTTLE,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9145,1829,PAPER,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9146,1830,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9147,1830,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9148,1830,PLASTIC,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9149,1830,CAN_BOTTLE,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9150,1830,PAPER,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9151,1831,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9152,1831,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9153,1831,PLASTIC,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9154,1831,CAN_BOTTLE,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9155,1831,PAPER,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9156,1832,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9157,1832,NON_BURNABLE,NTH_WEEKDAY,THU,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9158,1832,PLASTIC,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9159,1832,CAN_BOTTLE,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9160,1832,PAPER,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9161,1833,BURNABLE,WEEKDAY,"WED,SAT",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9162,1833,NON_BURNABLE,NTH_WEEKDAY,MON,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9163,1833,PLASTIC,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9164,1833,CAN_BOTTLE,WEEKDAY,THU,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9165,1833,PAPER,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9166,1834,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9167,1834,NON_BURNABLE,NTH_WEEKDAY,FRI,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9168,1834,PLASTIC,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9169,1834,CAN_BOTTLE,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9170,1834,PAPER,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9171,1835,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9172,1835,NON_BURNABLE,NTH_WEEKDAY,FRI,"2,4",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9173,1835,PLASTIC,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9174,1835,CAN_BOTTLE,WEEKDAY,TUE,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9175,1835,PAPER,WEEKDAY,WED,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9176,1836,BURNABLE,WEEKDAY,"MON,THU",,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9177,1836,NON_BURNABLE,NTH_WEEKDAY,FRI,"2,4",이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9178,1836,PLASTIC,WEEKDAY,WED,,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9179,1836,CAN_BOTTLE,WEEKDAY,TUE,,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9180,1836,PAPER,WEEKDAY,WED,,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9181,1837,BURNABLE,WEEKDAY,"MON,THU",,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9182,1837,NON_BURNABLE,NTH_WEEKDAY,FRI,"2,4",이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9183,1837,PLASTIC,WEEKDAY,WED,,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9184,1837,CAN_BOTTLE,WEEKDAY,TUE,,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9185,1837,PAPER,WEEKDAY,WED,,이케부쿠로역 주변 번화가 지역 포함 확인 요,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9186,1838,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9187,1838,NON_BURNABLE,NTH_WEEKDAY,WED,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9188,1838,PLASTIC,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9189,1838,CAN_BOTTLE,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9190,1838,PAPER,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9191,1839,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9192,1839,NON_BURNABLE,NTH_WEEKDAY,WED,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9193,1839,PLASTIC,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9194,1839,CAN_BOTTLE,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9195,1839,PAPER,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9196,1840,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9197,1840,NON_BURNABLE,NTH_WEEKDAY,WED,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9198,1840,PLASTIC,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9199,1840,CAN_BOTTLE,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9200,1840,PAPER,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9201,1841,BURNABLE,WEEKDAY,"TUE,FRI",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9202,1841,NON_BURNABLE,NTH_WEEKDAY,WED,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9203,1841,PLASTIC,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9204,1841,CAN_BOTTLE,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9205,1841,PAPER,WEEKDAY,MON,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9206,1842,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9207,1842,NON_BURNABLE,NTH_WEEKDAY,TUE,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9208,1842,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9209,1842,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9210,1842,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9211,1843,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9212,1843,NON_BURNABLE,NTH_WEEKDAY,TUE,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9213,1843,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9214,1843,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9215,1843,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9216,1844,BURNABLE,WEEKDAY,"MON,THU",,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9217,1844,NON_BURNABLE,NTH_WEEKDAY,TUE,"1,3",,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9218,1844,PLASTIC,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9219,1844,CAN_BOTTLE,WEEKDAY,FRI,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
9220,1844,PAPER,WEEKDAY,SAT,,,2026-01-28 02:07:14.605097,2026-01-28 02:07:14.605097
